usuario,artista
8068,cut copy
8068,stars
8068,four tet
8068,devendra banhart
8068,the streets
8068,coldplay
8070,the cardigans
8070,prefuse 73
8070,65daysofstatic
8070,the prodigy
8071,the beatles
8071,yo la tengo
8071,belle and sebastian
8071,the decemberists
8071,they might be giants
8071,the mountain goats
8071,bright eyes
8071,r.e.m.
8071,norah jones
8071,the weakerthans
8071,ani difranco
8071,billy joel
8071,feist
8071,the shins
8071,camera obscura
8071,death cab for cutie
8071,regina spektor
8071,fleet foxes
8071,björk
8071,nouvelle vague
8071,the flaming lips
8072,lil wayne
8072,blink-182
8072,dmx
8072,sum 41
8072,lupe fiasco
8072,black eyed peas
8072,t.i.
8072,kanye west
8072,new found glory
8072,jay-z
8072,busta rhymes
8072,nas
8072,common
8072,sean paul
8072,50 cent
8072,nelly
8072,outkast
8072,the game
8073,enter shikari
8073,placebo
8073,joy division
8073,65daysofstatic
8073,sigur rós
8073,dredg
8073,comeback kid
8073,the radio dept.
8073,atreyu
8073,mogwai
8073,stereophonics
8073,klaxons
8073,moby
8073,chiodos
8073,muse
8073,beirut
8074,kamelot
8074,she wants revenge
8074,loreena mckennitt
8074,ludwig van beethoven
8074,venetian snares
8074,skinny puppy
8074,david bowie
8074,nine inch nails
8075,the cure
8075,lupe fiasco
8075,outkast
8075,peter bjorn and john
8075,daft punk
8075,talking heads
8075,kanye west
8075,the rapture
8075,a tribe called quest
8075,damian marley
8075,the clash
8075,james brown
8075,coldplay
8075,john legend
8075,cansei de ser sexy
8075,beastie boys
8075,de la soul
8075,charlie parker
8075,queen
8077,the fray
8077,switchfoot
8077,iron & wine
8077,sugarcult
8077,ne-yo
8077,dashboard confessional
8077,ok go
8077,john legend
8077,muse
8077,ashlee simpson
8077,death cab for cutie
8077,kanye west
8077,alicia keys
8077,gym class heroes
8077,hilary duff
8077,frédéric chopin
8078,miles davis
8078,john coltrane
8078,herbie hancock
8078,charlie parker
8078,pearl jam
8078,u2
8078,radiohead
8078,ella fitzgerald
8078,coldplay
8078,the police
8078,chet baker
8079,röyksopp
8079,goldfrapp
8079,air
8079,massive attack
8079,groove armada
8079,télépopmusik
8079,moby
8079,thievery corporation
8079,faithless
8079,boards of canada
8079,hooverphonic
8079,björk
8079,lamb
8079,portishead
8079,bonobo
8079,moloko
8079,the knife
8079,morcheeba
8079,róisín murphy
8079,the chemical brothers
8079,sia
8079,daft punk
8079,tosca
8079,chicane
8079,peter bjorn and john
8079,unkle
8079,kosheen
8079,nightmares on wax
8079,enigma
8079,mylo
8079,sneaker pimps
8079,de-phazz
8079,frou frou
8079,radiohead
8080,gentleman
8080,bob marley
8080,burial
8081,hans zimmer
8081,thomas newman
8081,ne-yo
8081,leona lewis
8081,bonobo
8081,beyoncé
8081,timbaland
8081,robyn
8081,jordin sparks
8081,mariah carey
8081,goldfrapp
8081,justin timberlake
8081,sigur rós
8081,nelly furtado
8081,rihanna
8081,amy winehouse
8081,norah jones
8081,lenny kravitz
8081,air
8081,the chemical brothers
8081,frank sinatra
8082,morcheeba
8082,red hot chili peppers
8082,trentemøller
8082,manu chao
8082,aerosmith
8082,dj krush
8082,bonobo
8082,infected mushroom
8082,rage against the machine
8082,groove armada
8082,jamiroquai
8082,parov stelar
8082,röyksopp
8082,st. germain
8082,fatboy slim
8082,system of a down
8082,marvin gaye
8082,m.i.a.
8082,mr. scruff
8082,lenny kravitz
8082,papa roach
8082,the hives
8082,the chemical brothers
8083,mobb deep
8083,nas
8083,a tribe called quest
8083,gang starr
8083,ghostface
8083,jedi mind tricks
8083,nine inch nails
8083,cunninlynguists
8083,outkast
8083,ashlee simpson
8083,norah jones
8084,metallica
8084,the mountain goats
8084,neko case
8084,bruce springsteen
8084,the new pornographers
8084,the dresden dolls
8084,megadeth
8084,tool
8084,iron maiden
8084,nine inch nails
8084,judas priest
8084,mos def
8084,the breeders
8084,pearl jam
8084,john coltrane
8084,guns n roses
8084,talib kweli
8085,kosheen
8085,the chemical brothers
8085,infected mushroom
8085,50 cent
8085,sepultura
8085,the future sound of london
8085,static-x
8085,mike oldfield
8085,massive attack
8085,groove armada
8085,guano apes
8085,the crystal method
8085,pendulum
8087,howard shore
8087,linkin park
8087,ramones
8087,rammstein
8087,the doors
8087,metallica
8087,grateful dead
8087,the prodigy
8087,the white stripes
8087,johnny cash
8087,tenacious d
8087,creedence clearwater revival
8087,muse
8087,dave matthews band
8087,dropkick murphys
8087,queens of the stone age
8087,nirvana
8087,sonic youth
8087,led zeppelin
8087,red hot chili peppers
8087,audioslave
8088,depeche mode
8088,system of a down
8088,porcupine tree
8088,death cab for cutie
8088,god is an astronaut
8088,daft punk
8088,the streets
8088,rage against the machine
8088,refused
8088,queens of the stone age
8088,guano apes
8088,red hot chili peppers
8088,the offspring
8088,thrice
8088,anberlin
8088,eddie vedder
8089,camera obscura
8089,my bloody valentine
8089,fugazi
8089,yo la tengo
8089,morrissey
8089,the bouncing souls
8089,dinosaur jr.
8089,the stone roses
8089,descendents
8089,bad brains
8089,minor threat
8090,chiodos
8090,metro station
8090,from first to last
8090,emery
8090,finch
8090,escape the fate
8090,enter shikari
8090,senses fail
8090,taking back sunday
8090,funeral for a friend
8090,placebo
8091,los hermanos
8091,justin timberlake
8091,pearl jam
8091,incubus
8091,maroon 5
8091,the offspring
8091,amy winehouse
8091,john mayer
8091,mariah carey
8092,thomas newman
8092,mike oldfield
8092,daft punk
8092,vangelis
8092,enya
8092,howard shore
8092,moby
8092,the kooks
8092,nightwish
8092,röyksopp
8092,santana
8092,scooter
8092,nick cave and the bad seeds
8092,mika
8092,david guetta
8092,abba
8092,hans zimmer
8093,kate bush
8093,imogen heap
8093,télépopmusik
8093,sufjan stevens
8093,snow patrol
8093,m83
8093,sia
8093,röyksopp
8093,bloc party
8093,róisín murphy
8093,tori amos
8093,iamx
8093,mew
8093,death cab for cutie
8093,feist
8093,lamb
8093,hooverphonic
8093,antony and the johnsons
8093,emilíana torrini
8093,múm
8093,goldfrapp
8093,explosions in the sky
8093,massive attack
8093,josé gonzález
8093,zero 7
8093,iron & wine
8093,interpol
8093,portishead
8093,muse
8093,poets of the fall
8093,cat power
8093,maria mena
8093,mirah
8093,pinback
8093,damien rice
8093,björk
8093,patrick wolf
8093,stereophonics
8094,basshunter
8094,black eyed peas
8094,emilíana torrini
8094,die Ärzte
8094,cascada
8095,miley cyrus
8095,ac/dc
8095,céline dion
8095,lady gaga
8095,britney spears
8095,flo rida
8095,kelly clarkson
8095,the veronicas
8095,jason mraz
8095,cascada
8095,beyoncé
8095,rihanna
8095,avril lavigne
8096,muse
8096,pink floyd
8096,johnny cash
8096,damien rice
8096,bob dylan
8096,keane
8096,soundgarden
8096,jack johnson
8096,the doors
8096,janis joplin
8096,gavin degraw
8096,the killers
8096,the clash
8096,ramones
8096,infected mushroom
8096,amy winehouse
8096,john mayer
8096,the beatles
8096,kasabian
8096,green day
8096,kaiser chiefs
8096,manu chao
8096,bob marley
8096,franz ferdinand
8096,jamiroquai
8096,dave matthews band
8096,jefferson airplane
8096,rage against the machine
8096,arctic monkeys
8096,talking heads
8096,alanis morissette
8096,foo fighters
8096,madness
8096,jason mraz
8096,placebo
8096,nirvana
8096,okkervil river
8096,pearl jam
8098,miles davis
8098,sting
8098,led zeppelin
8098,james brown
8098,sade
8098,judas priest
8098,marillion
8098,deep purple
8098,eric clapton
8098,ac/dc
8098,the doors
8098,john coltrane
8099,pink floyd
8099,soulfly
8099,sepultura
8099,rage against the machine
8099,led zeppelin
8099,nofx
8099,isis
8099,queens of the stone age
8099,black sabbath
8099,the doors
8099,mastodon
8099,nirvana
8099,down
8099,converge
8099,kyuss
8099,opeth
8099,bob marley
8099,marilyn manson
8099,tool
8099,rancid
8099,limp bizkit
8099,the police
8099,metallica
8099,dream theater
8099,burzum
8100,as i lay dying
8100,parkway drive
8100,alkaline trio
8100,from first to last
8100,the prodigy
8100,afi
8100,the offspring
8100,all that remains
8100,megadeth
8100,blink-182
8100,children of bodom
8100,thrice
8100,funeral for a friend
8100,fall out boy
8100,killswitch engage
8100,silverstein
8100,paul oakenfold
8100,billy talent
8101,the weakerthans
8101,the national
8101,pearl jam
8101,the killers
8101,guided by voices
8103,shpongle
8103,tom waits
8103,captain beefheart & his magic band
8103,frank zappa
8103,miles davis
8103,philip glass
8103,buckethead
8103,yann tiersen
8103,orbital
8103,king crimson
8103,the dandy warhols
8103,gotan project
8103,brian eno
8104,pavement
8104,jack johnson
8104,pixies
8104,radiohead
8104,fugazi
8104,nirvana
8104,yo la tengo
8104,cansei de ser sexy
8104,cursive
8104,public enemy
8104,explosions in the sky
8104,carla bruni
8104,calexico
8104,bloc party
8104,black flag
8107,mindless self indulgence
8107,sigur rós
8107,god is an astronaut
8107,morphine
8107,diana krall
8107,buckethead
8107,the white stripes
8107,foals
8107,metallica
8107,slayer
8107,mono
8107,the cinematic orchestra
8107,65daysofstatic
8107,black sabbath
8107,rage against the machine
8107,motörhead
8108,yann tiersen
8108,the knife
8108,nirvana
8108,boards of canada
8108,die toten hosen
8108,guano apes
8108,gorillaz
8108,die Ärzte
8108,bat for lashes
8108,enter shikari
8108,air
8108,placebo
8108,joanna newsom
8108,josé gonzález
8108,red hot chili peppers
8108,disturbed
8108,the cranberries
8108,daft punk
8108,pendulum
8108,beatsteaks
8108,strapping young lad
8108,deftones
8108,foo fighters
8108,böhse onkelz
8108,metallica
8108,breaking benjamin
8108,from autumn to ashes
8108,fischerspooner
8108,röyksopp
8108,in extremo
8108,subway to sally
8109,the killers
8109,the kooks
8109,seeed
8109,kings of leon
8109,arcade fire
8109,arctic monkeys
8109,vampire weekend
8109,peter fox
8109,high contrast
8109,razorlight
8109,bloc party
8109,the whitest boy alive
8109,maxïmo park
8109,beastie boys
8109,jack johnson
8109,mgmt
8109,tv on the radio
8109,pendulum
8109,timbaland
8109,foo fighters
8109,the gossip
8109,franz ferdinand
8109,the chemical brothers
8109,cobra starship
8109,crystal castles
8109,the prodigy
8109,fleet foxes
8109,cat power
8109,placebo
8109,wu-tang clan
8109,klaxons
8109,system of a down
8109,billy talent
8109,editors
8109,kanye west
8109,shiny toy guns
8109,architecture in helsinki
8109,justice
8109,robyn
8110,animal collective
8110,iron maiden
8110,black sabbath
8110,system of a down
8110,boards of canada
8110,mastodon
8110,autechre
8112,nirvana
8112,garbage
8112,no doubt
8112,blink-182
8112,goo goo dolls
8112,queens of the stone age
8112,foo fighters
8112,sarah mclachlan
8112,madonna
8112,shakira
8112,paramore
8112,the beatles
8112,coldplay
8112,gwen stefani
8112,rilo kiley
8112,tom petty and the heartbreakers
8112,incubus
8112,the white stripes
8112,the ataris
8112,rihanna
8112,lenny kravitz
8112,velvet revolver
8112,green day
8112,the who
8112,pearl jam
8112,the killers
8112,black eyed peas
8112,kate nash
8112,red hot chili peppers
8112,norah jones
8112,kelly clarkson
8112,the smashing pumpkins
8112,creedence clearwater revival
8112,katy perry
8112,kt tunstall
8112,alanis morissette
8112,avril lavigne
8112,bowling for soup
8112,bob marley
8112,taylor swift
8112,the cure
8112,journey
8112,muse
8112,backstreet boys
8113,pendulum
8113,radiohead
8113,depeche mode
8113,pink floyd
8113,porcupine tree
8113,the prodigy
8113,queens of the stone age
8113,boards of canada
8113,squarepusher
8113,aphex twin
8113,röyksopp
8113,incubus
8113,daft punk
8113,venetian snares
8113,animal collective
8113,thom yorke
8113,the hives
8113,the beatles
8113,beck
8113,nick drake
8113,supergrass
8113,justice
8113,mike oldfield
8113,t.a.t.u.
8113,captain beefheart & his magic band
8113,abba
8113,air
8114,tiësto
8114,metric
8114,atb
8114,massive attack
8114,nightwish
8114,akurat
8114,65daysofstatic
8114,dredg
8114,portishead
8114,no doubt
8114,the killers
8114,franz ferdinand
8114,the bravery
8114,the presets
8114,armin van buuren
8114,ska-p
8114,myslovitz
8114,the cardigans
8114,the smashing pumpkins
8114,three days grace
8114,queen
8114,the dresden dolls
8114,u2
8114,dido
8114,black rebel motorcycle club
8114,the kills
8114,above & beyond
8114,good charlotte
8114,radiohead
8114,depeche mode
8114,parov stelar
8114,paul van dyk
8116,bloc party
8116,kings of leon
8116,crystal castles
8116,editors
8116,arcade fire
8116,the national
8116,bon iver
8116,maxïmo park
8116,kings of convenience
8116,fleet foxes
8116,m83
8116,the killers
8116,hot chip
8116,mgmt
8116,yeah yeah yeahs
8116,the sounds
8116,vampire weekend
8116,doves
8117,cypress hill
8117,2pac
8117,gang starr
8117,snoop dogg
8117,dmx
8117,ghostface
8117,notorious b.i.g.
8117,de la soul
8117,dr. dre
8117,mobb deep
8117,nas
8117,outkast
8117,eminem
8119,fall out boy
8119,rufus wainwright
8119,dashboard confessional
8119,paolo nutini
8119,u2
8119,nine inch nails
8119,hellogoodbye
8119,gym class heroes
8119,john mayer
8119,tori amos
8119,the academy is...
8119,panic at the disco
8119,paramore
8119,snow patrol
8119,jeff buckley
8119,justin timberlake
8119,britney spears
8119,mika
8119,joshua radin
8119,maroon 5
8119,the smashing pumpkins
8119,damien rice
8119,incubus
8119,motion city soundtrack
8119,my chemical romance
8119,jack johnson
8119,patrick wolf
8119,andrew bird
8119,amy winehouse
8119,ryan adams
8119,foo fighters
8119,arcade fire
8119,coldplay
8119,alicia keys
8119,the gossip
8119,barenaked ladies
8119,the decemberists
8120,regina spektor
8120,jimmy eat world
8120,john mayer
8120,brand new
8120,say anything
8120,paramore
8120,mae
8120,fall out boy
8120,new found glory
8120,kings of leon
8120,death cab for cutie
8120,something corporate
8120,the hush sound
8120,damien rice
8120,bon iver
8120,the get up kids
8120,relient k
8120,sufjan stevens
8120,panic at the disco
8120,goldfrapp
8120,sara bareilles
8120,saves the day
8120,neutral milk hotel
8120,city and colour
8120,coldplay
8120,bright eyes
8121,green day
8121,red hot chili peppers
8121,blur
8121,jamiroquai
8121,the offspring
8121,cocteau twins
8121,dave matthews band
8121,pearl jam
8121,richard cheese
8121,cake
8121,incubus
8121,matisyahu
8121,u2
8121,the chemical brothers
8121,audioslave
8121,goldfrapp
8121,cream
8121,radiohead
8121,black eyed peas
8121,koЯn
8121,limp bizkit
8121,daft punk
8122,led zeppelin
8122,the chemical brothers
8122,fatboy slim
8122,testament
8122,bonobo
8122,jamiroquai
8122,black label society
8122,judas priest
8122,röyksopp
8122,the doors
8122,santana
8122,deep purple
8122,depeche mode
8122,therion
8122,mötley crüe
8122,pink martini
8122,metallica
8122,massive attack
8122,ac/dc
8122,down
8122,daft punk
8122,portishead
8122,jimi hendrix
8122,duran duran
8122,in flames
8122,faithless
8122,gotan project
8122,megadeth
8122,apocalyptica
8122,architecture in helsinki
8122,red hot chili peppers
8122,aerosmith
8122,rage against the machine
8122,scorpions
8122,the jimi hendrix experience
8122,beirut
8122,placebo
8123,behemoth
8123,a perfect circle
8123,bat for lashes
8123,nick cave and the bad seeds
8125,avril lavigne
8125,dashboard confessional
8125,blink-182
8125,good charlotte
8125,snow patrol
8125,lifehouse
8125,paramore
8125,something corporate
8125,oasis
8125,relient k
8125,babyshambles
8125,jimmy eat world
8125,james blunt
8125,plain white ts
8125,taking back sunday
8125,michael bublé
8125,brand new
8125,elton john
8125,sum 41
8125,coldplay
8125,keane
8125,robbie williams
8125,red.jumpsuit.apparatus
8125,sugababes
8125,kelly clarkson
8125,the verve
8125,kate nash
8125,joshua radin
8125,bright eyes
8125,mika
8125,funeral for a friend
8126,die Ärzte
8126,[unknown]
8126,flogging molly
8126,foo fighters
8126,mando diao
8126,red hot chili peppers
8126,linkin park
8126,feist
8126,incubus
8126,kimya dawson
8126,blink-182
8126,die toten hosen
8126,the smashing pumpkins
8126,kings of leon
8126,arctic monkeys
8126,various artists
8127,feist
8127,santogold
8127,vampire weekend
8127,a fine frenzy
8127,queen
8127,the killers
8127,mark ronson
8127,billie holiday
8127,foals
8127,no doubt
8127,bat for lashes
8127,coldplay
8127,ella fitzgerald
8127,lady gaga
8127,lupe fiasco
8127,kanye west
8127,johnny cash
8127,franz ferdinand
8127,mgmt
8127,lily allen
8127,Édith piaf
8127,fleet foxes
8127,mando diao
8127,kt tunstall
8127,pink
8127,m.i.a.
8127,depeche mode
8127,the ting tings
8127,duran duran
8128,cocorosie
8128,pj harvey
8128,múm
8128,thom yorke
8128,aphex twin
8128,architecture in helsinki
8128,the beatles
8128,air
8128,ok go
8128,goldfrapp
8128,kimya dawson
8128,blonde redhead
8128,system of a down
8128,archive
8128,depeche mode
8128,joanna newsom
8128,bonobo
8128,led zeppelin
8128,soundgarden
8128,metallica
8128,the strokes
8128,guano apes
8128,a perfect circle
8129,sufjan stevens
8129,los hermanos
8129,belle and sebastian
8129,porcupine tree
8129,the arcade fire
8129,bloc party
8129,the gathering
8129,radiohead
8129,the smashing pumpkins
8129,cansei de ser sexy
8129,david bowie
8129,mogwai
8129,interpol
8129,slowdive
8129,sigur rós
8129,the smiths
8129,kings of convenience
8129,beck
8129,stereolab
8129,pixies
8129,death cab for cutie
8129,devendra banhart
8129,tiamat
8129,rush
8129,camera obscura
8129,the cure
8129,arctic monkeys
8129,cat power
8129,the radio dept.
8129,nick drake
