resena_id,restaurante,calificacion,texto
468,La Terraza del Chico,4,"Nos cobraron un valor distinto al de la carta. El descuento del dia deja la cuenta muy barata. El mesero explicó el menu con paciencia y fue cortés. La atención en la mesa estuvo pendiente todo el tiempo. La atención en la mesa estuvo pendiente todo el tiempo. La cuenta salio cara y la factura traia cobros que no pedimos. El precio de la carta me parecio mal para lo que sirven. Vale 25 mil, ojo con eso."
469,Paul's Mcarne Feast Palace,4,La decoracion y la luz hacen agradable el espacio. La iluminación del salon es cálida. El sitio no estaba limpio cuando llegamos. El sitio no estaba limpio cuando llegamos. La musica acompana sin tapar la conversacion. El lugar se sentia estrecho y las sillas incomodas. Las mesas están bien separadas y el sitio es silencioso. La terraza tiene una vista bonita para la tarde. La terraza tiene una vista bonita para la tarde.
470,El Pirata del Sabor Vegano,4,La decoracion y la luz hacen agradable el espacio. La decoracion esta descuidada y la luz muy fuerte. El ambiente era flojo por el ruido de la calle. La musica estaba demasiado alta para conversar. Las mesas están bien separadas y el sitio es silencioso. La musica estaba demasiado alta para conversar. Pedimos la carne y quedó en su punto exacto. El mesero explicó el menu con paciencia y fue cortes. La iluminacion del salon es cálida.
471,La Verdura Inquieta,3,La cuenta salió cara y la factura traia cobros que no pedimos. El precio de la carta me parecio pesimo para lo que sirven. Nos cobraron un valor distinto al de la carta. La cuenta salió cara y la factura traia cobros que no pedimos. Pagar aqui se siente razonable por lo que sirven. Manejan una promocion de almuerzo que vale la pena. Mas fotos en contacto@resto.co.
472,Vegan Island,4,La cuenta fue economica y el valor esta justificado. Las verduras estaban frescas y bien condimentadas. El plato venia regular preparado y la carne seca. El postre cerro la comida de forma muy bueno. El postre cerro la comida de forma notable. El postre cerro la comida de forma delicioso. El plato principal llegó bien preparado y con una sazón muy bueno. Pedimos verduras y llegaron recalentadas. Pagamos $45.000 en total.
473,La Terraza del Chico,5,El postre cerro la comida de forma delicioso. Manejan una promocion de almuerzo que vale la pena. Manejan una promocion de almuerzo que vale la pena. Pagar aqui se siente razonable por lo que sirven. La sazón de la casa es lo mejor del menu. El valor de los platos esta por debajo del promedio de la zona. El espacio es amplio y se siente tranquilo. El postre estaba flojo y sin gracia. Es un lugar económico para el tamaño de las porciones.!!!
474,Paul's Mcarne Feast Palace,2,Pedimos verduras y llegaron recalentadas. Las verduras estaban frescas y bien condimentadas. La música estaba demasiado alta para conversar. El sabor no corresponde a lo que promete la carta. La decoracion esta descuidada y la luz muy fuerte. El plato venia flojo preparado y la carne seca. Pedimos la carne y quedó en su punto exacto. La presentacion del plato acompaña el sabor. Llamen al 320 444 9911 antes de ir.
475,El Pirata del Sabor Vegano,3,Los ingredientes se sentian frescos y la porción generosa. El sabor no corresponde a lo que promete la carta. Pedimos la carne y quedo en su punto exacto. La porción fue pequena para lo que ofrece el menu. Las verduras estaban frescas y bien condimentadas. Nos atendieron rápido y con amabilidad.
476,La Terraza del Chico,4,LA SAZON DEL PLATO QUEDÓ DESBALANCEADA Y DEMASIADO SALADA. LA SAZON DEL PLATO QUEDÓ DESBALANCEADA Y DEMASIADO SALADA. LA SAZON DE LA CASA ES LO MEJOR DEL MENU. LA PRESENTACION DEL PLATO ACOMPAÑA EL SABOR. EL POSTRE ESTABA FLOJO Y SIN GRACIA. LA COMNIDA ESTUVO CORRECTO Y EL SABOR DE LOS PLATOS ME SORPRENDIO. MAS FOTOS EN RESERVAS@CASASAZON.COM.CO.
477,La Verdura Inquieta,4,El mesero reviso el pedido antes de traerlo. El lugar se sentia estrecho y las sillas incomodas. Nos ubicaron en la mesa apenas llegamos.
478,El Pirata del Sabor Vegano,4,"La música estaba demasiado alta para conversar. La atención en la mesa estuvo pendiente todo el tiempo. La decoración esta descuidada y la luz muy fuerte. Esperamos mucho tiempo por la cuenta. La iluminación del salon es cálida. El personal es amable y resuelve cualquier duda. Vale 12 mil, ojo con eso."
479,La Terraza del Chico,2,La sazón de la casa es lo mejor del menu. El sabor no corresponde a lo que promete la carta. Pedimos verduras y llegaron recalentadas. Pagamos mucho por una porción pequena. El sabor no corresponde a lo que promete la carta. La comida estuvo muy bueno y el sabor de los platos me sorprendió. El sabor no corresponde a lo que promete la carta. La comida llegó fria y sin sabor.
480,Vegan Island,4,Cobran la propina sin avisar y el valor final sube. El sitio no estaba limpio cuando llegamos. El lugar estaba limpio y las sillas comodas. Cobran la propina sin avisar y el valor final sube.!!!
481,Paul's Mcarne Feast Palace,5,La atencion en la mesa estuvo pendiente todo el tiempo. La atencion en la mesa estuvo pendiente todo el tiempo. El espacio es amplio y se siente tranquilo. El servicio fue delicioso y el mesero muy atento. La atencion hizo la diferencia en la visita. El servicio fue delicioso y el mesero muy atento. El servicio fue deficiente y tuvimos que llamar varias veces.
482,Casa Sazon,3,La porción fue pequena para lo que ofrece el menu. El servicio fue mal y tuvimos que llamar varias veces. La musica acompaña sin tapar la conversacion. La atención hizo la diferencia en la visita. La decoración y la luz hacen agradable el espacio. El sitio no estaba limpio cuando llegamos. Llamen al 3105551234 antes de ir.
483,Muuu Said the Happy Cow,3,LAS MESAS ESTÁN BIEN SEPARADAS Y EL SITIO ES SILENCIOSO. LOS INGREDIENTES NO SE SENTIAN FRESCOS. EL PERSONAL ES AMABLE Y RESUELVE CUALQUIER DUDA. HUBO DEMORA EN LA COCINA Y NADIE NOS AVISO. TOMARON EL PEDIDO RÁPIDO Y LLEGO SIN ERRORES.
484,Casa Sazon,4,El costo no corresponde con la calidad. La iluminación del salon es cálida. Pagar aqui se siente razonable por lo que sirven. Tienen precios claros y la factura llega detallada. Reservas al 6012345678.
485,Paul's Mcarne Feast Palace,3,El precio de la carta me parecio pésimo para lo que sirven. Tienen precios claros y la factura llega detallada. Es un lugar economico para el tamaño de las porciones. Llamen al 3105551234 antes de ir.
486,Casa Sazon,4,El costo no corresponde con la calidad. El servicio fue flojo y tuvimos que llamar varias veces. Tomaron el pedido rápido y llegó sin errores. La atención en la mesa estuvo pendiente todo el tiempo. El servicio fue delicioso y el mesero muy atento.
487,Vegan Island,5,La música acompaña sin tapar la conversacion. El menu tiene variedad y cada plato mantiene la calidad. La sazón de la casa es lo mejor del menu. La terraza tiene una vista bonita para la tarde. Pedimos verduras y llegaron recalentadas. El menu tiene variedad y cada plato mantiene la calidad. La comida llegó fria y sin sabor. El plato principal llegó bien preparado y con una sazón correcto. El plato principal llegó bien preparado y con una sazón correcto. La cuenta fue de $32.500.
488,El Pirata del Sabor Vegano,4,PEDIMOS VERDURAS Y LLEGARON RECALENTADAS. LA PORCIÓN FUE PEQUENA PARA LO QUE OFRECE EL MENU. EL DESCUENTO DEL DIA DEJA LA CUENTA MUY BARATA. LOS PRECIOS SUBIERON Y YA NO ES ECONOMICO. TIENEN PRECIOS CLAROS Y LA FACTURA LLEGA DETALLADA. MANEJAN UNA PROMOCION DE ALMUERZO QUE VALE LA PENA. EL POSTRE CERRO LA COMIDA DE FORMA MUY BUENO. PAGAMOS $9.800 EN TOTAL.
489,Vegan Island,4,"La terraza estaba cerrada y no avisaron. El sitio no estaba limpio cuando llegamos. La terraza estaba cerrada y no avisaron. La iluminación del salon es cálida. Nos ubicaron en la mesa apenas llegamos. La decoración y la luz hacen agradable el espacio. Vale 40 mil, ojo con eso."
490,Vegan Island,1,HUBO DEMORA EN LA COCINA Y NADIE NOS AVISO. EL MESERO EXPLICÓ EL MENU CON PACIENCIA Y FUE CORTES. LA PROMOCION QUE ANUNCIAN NO APLICABA AL PAGAR. LA ESPERA PARA QUE TOMARAN EL PEDIDO FUE LARGA. PUSIMOS UN RECLAMO Y NADIE RESPONDIÓ. EL MESERO SE EQUIVOCÓ CON EL PEDIDO DE LA MESA. EL MESERO SE EQUIVOCÓ CON EL PEDIDO DE LA MESA. PUSIMOS UN RECLAMO Y NADIE RESPONDIÓ. LA ATENCION FUE DISTANTE Y POCO CORTES. RESERVAS AL 6012345678.
491,Vegan Island,4,Cobran la propina sin avisar y el valor final sube. Las mesas están bien separadas y el sitio es silencioso. La terraza tiene una vista bonita para la tarde. El lugar estaba limpio y las sillas comodas. El sitio no estaba limpio cuando llegamos. Pagar aqui se siente razonable por lo que sirven. La decoración esta descuidada y la luz muy fuerte.
492,La Verdura Inquieta,3,ESPERAMOS MUCHO TIEMPO POR LA CUENTA. LA CUENTA SALIÓ CARA Y LA FACTURA TRAIA COBROS QUE NO PEDIMOS. EL PERSONAL ES AMABLE Y RESUELVE CUALQUIER DUDA. LA CUENTA FUE DE $120.000.
493,Casa Sazon,3,El precio es notable para la calidad que ofrecen. Los ingredientes se sentian frescos y la porcion generosa. Pagar aqui se siente razonable por lo que sirven. La comida estuvo muy bueno y el sabor de los platos me sorprendió. Hubo demora en la cocina y nadie nos aviso. El postre estaba pésimo y sin gracia. Tomaron el pedido rápido y llegó sin errores.
494,La Verdura Inquieta,4,El presio es notable para la calidad que ofrecen. La cuenta fue economica y el valor esta justificado. Las verduras estaban frescas y bien condimentadas. Nos cobraron un valor distinto al de la carta. El descuento del dia deja la cuenta muy barata. El precio es correcto para la calidad que ofrecen. Es un lugar económico para el tamaño de las porciones. Es un lugar económico para el tamaño de las porciones.
495,El Pirata del Sabor Vegano,4,El plato venia regular preparado y la carne seca. Manejan una promocion de almuerzo que vale la pena. La comida llego fria y sin sabor. Tienen precios claros y la factura llega detallada. El mesero explicó el menu con paciencia y fue cortés. El mesero reviso el pedido antes de traerlo. La comida llego fria y sin sabor.
496,Mercado 93,3,La espera para que tomaran el pedido fue larga. El sitio no estaba limpio cuando llegamos. La atención fue distante y poco cortés. Nos ubicaron en la mesa apenas llegamos. La atención fue distante y poco cortés. Hubo demora en la cocina y nadie nos aviso. La terraza estaba cerrada y no avisaron.
497,El Pirata del Sabor Vegano,4,Manejan una promocion de almuerzo que vale la pena. La música estaba demasiado alta para conversar. El costo no corresponde con la calidad.
498,Vegan Island,5,EL LUGAR SE SENTIA ESTRECHO Y LAS SILLAS INCOMODAS. EL MESERO EXPLICÓ EL MENU CON PACIENCIA Y FUE CORTÉS. TOMARON EL PEDIDO RÁPIDO Y LLEGÓ SIN ERRORES. LA MUSICA ESTABA DEMASIADO ALTA PARA CONVERSAR. PAGAMOS $76.400 EN TOTAL.
499,La Verdura Inquieta,3,El zervicio fue mal y tuvimos que llamar varias veces. El mesero se equivoco con el pedido de la mesa. El personal no estaba pendiente de las mesas.
500,La Terraza del Chico,4,Pusimos un reclamo y nadie respondió. La terraza tiene una vista bonita para la tarde. Nos ubicaron en la mesa apenas llegamos. La atención fue distante y poco cortés. La música acompaña sin tapar la conversacion. La atención en la mesa estuvo pendiente todo el tiempo. La espera para que tomaran el pedido fue larga.
501,Paul's Mcarne Feast Palace,4,El menu tiene variedad y cada plato mantiene la calidad. El sabor no corresponde a lo que promete la carta. El descuento del dia deja la cuenta muy barata. El valor de los platos esta por debajo del promedio de la zona.
502,Vegan Island,2,LA MUSICA ESTABA DEMASIADO ALTA PARA CONVERSAR. LA ESPERA PARA QUE TOMARAN EL PEDIDO FUE LARGA. PUSIMOS UN RECLAMO Y NADIE RESPONDIÓ. EL AMBIENTE DEL LUGAR ES CORRECTO Y MUY ACOGEDOR. LA TERRAZA TIENE UNA VISTA BONITA PARA LA TARDE. EL SITIO NO ESTABA LIMPIO CUANDO LLEGAMOS. LA TERRAZA ESTABA CERRADA Y NO AVISARON.
503,Muuu Said the Happy Cow,4,Nos cobraron un valor distinto al de la carta. La atención en la mesa estuvo pendiente todo el tiempo. Tomaron el pedido rápido y llego sin errores. Tomaron el pedido rápido y llego sin errores. Es un lugar económico para el tamano de las porciones. Esperamos mucho tiempo por la cuenta. Nos atendieron rápido y con amabilidad.
504,Casa Sazon,3,"La cuenta fue economica y el valor esta justificado. Pagar aqui se siente razonable por lo que sirven. Es un lugar económico para el tamaño de las porciones. Pagar aqui se siente razonable por lo que sirven. La espera para que tomaran el pedido fue larga. El valor de los platos esta por debajo del promedio de la zona. Es un lugar económico para el tamaño de las porciones. El valor de los platos esta por debajo del promedio de la zona. Los precios subieron y ya no es económico. Vale 60 mil, ojo con eso."
505,Muuu Said the Happy Cow,4,El personal no estaba pendiente de las mesas. El mesero reviso el pedido antes de traerlo. Los ingredientes se sentian frescos y la porcion generosa. El plato principal llegó bien preparado y con una sazon muy bueno. Mas fotos en ana.mesa+resenas@gmail.com.
506,Mercado 93,3,"La espera para que tomaran el pedido fue larga. El personal no estaba pendiente de las mesas. El precio de la carta me parecio pésimo para lo que sirven. El personal no estaba pendiente de las mesas. La cuenta fue economica y el valor esta justificado. La atención en la mesa estuvo pendiente todo el tiempo. El valor de los platos esta por debajo del promedio de la zona. El servicio fue muy bueno y el mesero muy atento. Vale 40 mil, ojo con eso."
